client_name,client_version,sessions,converted_sessions,unconverted_sessions,conversion_rate_pct,matched_tool_calls
dev.warp.Warp-Preview,v0.2026.05.18.05.32.preview_03,10,0,10,0.0,0
claude-code,2.6.5,10,0,10,0.0,0
local-agent-mode-huggingface (via mcp-remote 0.1.36),1.0.0,10,0,10,0.0,0
seekrflow,1.0,10,0,10,0.0,0
cloud-ai-tools-validator,1.0.0,10,0,10,0.0,0
goose-cli,1.33.1,10,0,10,0.0,0
ConversationalAI,2026.5.1.23929,10,0,10,0.0,0
ai-agents-mcp-client,1.186.0,10,0,10,0.0,0
opencode (via mcp-remote 0.1.37),1.14.40,10,10,0,100.0,334
Roo Code (via mcp-remote 0.1.37),3.16.3,10,0,10,0.0,0
mcporter (via mcp-remote 0.1.37),0.10.2,10,0,10,0.0,0
DMH-AI,1.0,10,2,8,20.0,2
page-assist,1,10,5,5,50.0,10
github-copilot-developer,1.0.30,10,0,10,0.0,0
mcp-playground,1.0.0,10,0,10,0.0,0
claude-code,2.0.13,10,0,10,0.0,0
dev.warp.Warp-Stable,v0.2026.05.06.15.42.stable_05,10,0,10,0.0,0
custom3p-desktop,1.8089.0,10,0,10,0.0,0
claude-code,2.1.87-dev.20260405.t145523.shaunknown,10,0,10,0.0,0
Firebase Studio,0.0.0,10,0,10,0.0,0
MCP-Security-Scanner,1.0,10,0,10,0.0,0
BB8-MCP-Broker-conn-f484d2e9,1.0.0,10,0,10,0.0,0
ConversationalAI,2026.3.1.19363,10,0,10,0.0,0
github-copilot-developer,1.0.48-1,10,0,10,0.0,0
Cherry Studio,1.7.17,10,0,10,0.0,0
ConversationalAI,2026.4.1.20355,10,0,10,0.0,0
opencode,1.3.16,10,10,0,100.0,10
archestra-platform,1.2.23,10,0,10,0.0,0
ai-agents-mcp-client,1.183.0,10,0,10,0.0,0
hf-vision-mcp,1.0,10,0,10,0.0,0
opencode (via mcp-remote 0.1.37),1.4.7,10,10,0,100.0,10
local-agent-mode-hf-mcp-server (via mcp-remote 0.1.18),1.0.0,10,1,9,10.0,8
claude-code,0.5.18-beta.7,10,0,10,0.0,0
devrel-index-probe,1.0,10,0,10,0.0,0
seance,0.1.0,9,0,9,0.0,0
goose-cli,1.34.1,9,2,7,22.222,21
claude-code (via mcp-remote 0.1.37),99.0.0,9,1,8,11.111,8
pi-mcp-hugging-face,1.0.0,9,3,6,33.333,28
hrbr,0.1.0,9,0,9,0.0,0
codex-mcp-client,0.111.0,9,0,9,0.0,0
Cherry Studio (via mcp-remote 0.1.37),1.9.4,9,0,9,0.0,0
DeepChat,1.0.4-beta.5,9,0,9,0.0,0
custom3p-desktop,1.2.0,9,0,9,0.0,0
osbot,1.0.0,9,1,8,11.111,4
local-agent-mode-mcp-remote (via mcp-remote 0.1.37),1.0.0,9,0,9,0.0,0
Cline (via mcp-remote 0.1.37),3.80.0,9,0,9,0.0,0
claude-code,2.1.87-dev,9,0,9,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.159,9,2,7,22.222,29
hrbr-probe,0.1.0,9,0,9,0.0,0
claude-code,1.0.123,9,0,9,0.0,0
mcp-hub,0.1.0,9,0,9,0.0,0
custom3p-desktop,1.3883.0,9,0,9,0.0,0
MCP-02-HuggingFace-Ollama,1.0.0.0,9,0,9,0.0,0
archestra-platform,1.2.35,9,0,9,0.0,0
agentgrade,1.0,9,0,9,0.0,0
github-copilot-developer,1.0.35-2,9,2,7,22.222,29
slim-tools,0.0.0,9,3,6,33.333,4
Cherry Studio (via mcp-remote 0.1.37),1.9.3,9,0,9,0.0,0
Visual Studio Code,1.105.1,9,1,8,11.111,3
codex-mcp-client (via mcp-remote 0.1.37),0.108.0-alpha.12,9,0,9,0.0,0
grok-shell-grok_com_hugging_face,0.1.211,9,0,9,0.0,0
grok-shell-huggingface,0.2.11,9,0,9,0.0,0
github-copilot-developer (via mcp-remote 0.1.37),1.0.48,9,0,9,0.0,0
opencode,0.0.0-beta-202605240736,9,0,9,0.0,0
ConversationalAI,2026.3.1.19489,9,0,9,0.0,0
ConversationalAI,2026.3.1.18751,9,0,9,0.0,0
mcporter,0.10.2-khalak.2,9,0,9,0.0,0
Cline,3.84.1779714773,9,0,9,0.0,0
Daneel,1.0,9,8,1,88.889,8
Playground MCP Client,1.0.0,9,0,9,0.0,0
ConversationalAI,2026.3.1.19203,9,0,9,0.0,0
opencode,0.0.0-beta-202605261930,9,0,9,0.0,0
knot,1.0,9,9,0,100.0,36
Osaurus,0.18.13,9,0,9,0.0,0
interpreter-client,1.0.0,9,0,9,0.0,0
gemini-cli-mcp-client,0.42.0-nightly.20260511.g1a894c18e,9,0,9,0.0,0
local-agent-mode-huggingface-hub (via mcp-remote 0.1.37),1.0.0,9,0,9,0.0,0
ConversationalAI,2026.5.0.21728,9,0,9,0.0,0
mcp-client-cli,1.0.0,9,0,9,0.0,0
claude-code,2.1.87-dev.20260402.t075215.sha4ad7dfd2,9,0,9,0.0,0
drio-upstream-discovery,1.0.0,9,0,9,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.84,9,0,9,0.0,0
local-agent-mode-Hugging Face (via mcp-remote 0.1.37),1.0.0,9,0,9,0.0,0
agent-seo,0.2.0,9,0,9,0.0,0
github-copilot-developer,1.0.44-2,9,0,9,0.0,0
opencode (via mcp-remote 0.1.37),1.14.39,8,8,0,100.0,8
gemini-cli-mcp-client,0.31.0,8,0,8,0.0,0
codex-mcp-client,0.119.0-alpha.14,8,1,7,12.5,1
claude-code,2.0.17,8,0,8,0.0,0
claude-code,2.1.87-dev.20260401.t142235.shaf66f3ab7,8,0,8,0.0,0
ConversationalAI,2026.5.0.22679,8,0,8,0.0,0
vsc-aitoolkit-HuggingFaceMCPServer,1.2.1,8,0,8,0.0,0
audit-tool,1.0,8,0,8,0.0,0
github-copilot-developer (via mcp-remote 0.1.37),1.0.49-0,8,0,8,0.0,0
fast-agent-mcp,0.6.12,8,2,6,25.0,8
claude-code,1.0.69,8,0,8,0.0,0
mcp-rugpull-research,0.1.0,8,0,8,0.0,0
omnibot-android,1.0,8,1,7,12.5,1
dev.warp.Warp,v0.2026.04.08.08.36.stable_02,8,0,8,0.0,0
grok-shell-grok_com_허깅페이스,0.2.14,8,0,8,0.0,0
openclaw-direct (via mcp-remote 0.1.37),1.0.0,8,5,3,62.5,5
ConversationalAI,2026.3.1.19395,8,0,8,0.0,0
codex-mcp-client (via mcp-remote 0.1.37),0.116.0-alpha.1,8,0,8,0.0,0
claude-code (via mcp-remote 0.1.37),2.0.41,8,0,8,0.0,0
codex-mcp-client (via mcp-remote 0.1.37),0.0.0,8,0,8,0.0,0
nin-connect,1.0.0,8,3,5,37.5,3
grok-shell-hf-mcp-server,0.1.0,8,0,8,0.0,0
github-copilot-developer,1.0.49-0,8,0,8,0.0,0
codex-mcp-client (via mcp-remote 0.1.29),0.0.0,8,0,8,0.0,0
factory-cli,0.94.0,8,0,8,0.0,0
fast-agent-mcp,0.6.14,8,1,7,12.5,1
external-mcp-client,1.0.0,8,0,8,0.0,0
ConversationalAI,2026.3.1.19316,8,0,8,0.0,0
nutest-mcp-handshake-client,1.0.0,8,0,8,0.0,0
codex-mcp-client (via mcp-remote 0.1.30),0.129.0-alpha.15,8,0,8,0.0,0
dev.warp.Warp,v0.2026.04.22.08.46.stable_03,8,0,8,0.0,0
claude-code,2.0.37,8,0,8,0.0,0
opencode,7.2.10,8,7,1,87.5,8
mcphero,2.0.0,8,0,8,0.0,0
dev.warp.Warp-Stable,v0.2026.05.13.09.15.stable_01,8,0,8,0.0,0
probe,0.0,8,0,8,0.0,0
claude-code (via mcp-remote 0.1.30),2.1.100,8,0,8,0.0,0
ConversationalAI,2026.5.1.24107,8,0,8,0.0,0
chatwise,26.4.5,8,0,8,0.0,0
dev.warp.Warp-Stable,v0.2026.05.20.09.21.stable_02,8,0,8,0.0,0
archestra-platform,1.2.22,8,0,8,0.0,0
custom3p-desktop,1.9659.2,8,0,8,0.0,0
wiseai-mcp-bridge,1.0,8,0,8,0.0,0
codex-check,1.0,8,1,7,12.5,1
jetbrains-ai-assistant-client (via mcp-remote 0.1.37),1.0.0,8,0,8,0.0,0
my-mcp-orchestrator,1.0,8,0,8,0.0,0
opencode,1.14.47,8,7,1,87.5,7
github-copilot-developer,1.0.35-1,8,1,7,12.5,5
Spring AI MCP Client,0.3.1,8,0,8,0.0,0
ConversationalAI,2026.5.0.24544,8,0,8,0.0,0
Zed (via mcp-remote 0.1.37),0.1.0,8,0,8,0.0,0
hf-mcp-server (via mcp-remote 0.1.37),1.0.0,8,0,8,0.0,0
mcp-store-discovery,1.0.0,8,0,8,0.0,0
ironclaw,0.25.0,8,0,8,0.0,0
ConversationalAI,2026.3.1.19220,8,0,8,0.0,0
factory-cli,0.116.0,8,0,8,0.0,0
ConversationalAI,2026.5.0.22644,8,0,8,0.0,0
github-copilot-developer,1.0.33-0,8,0,8,0.0,0
Context,1.0.0,8,3,5,37.5,16
coda-agent-runtime,1.0.0,8,2,6,25.0,2
opencode,1.14.42,8,8,0,100.0,9
ConversationalAI,2026.5.0.21717,8,0,8,0.0,0
claude-code,99.9.9,8,0,8,0.0,0
Cherry Studio,1.9.0,8,0,8,0.0,0
github-copilot-developer (via mcp-remote 0.1.37),1.0.40,7,0,7,0.0,0
opencode,0.0.0-dev-202605280617,7,6,1,85.714,7
npayload-primus,1.0.0,7,2,5,28.571,2
proxyward-dashboard,1.0.0,7,0,7,0.0,0
opencode,0.0.0-beta-202605240607,7,0,7,0.0,0
infersec-api,1.0.0,7,4,3,57.143,4
fast-agent-mcp,0.6.11,7,0,7,0.0,0
claude-code,0.0.0-dev,7,0,7,0.0,0
grok-shell-huggingface,0.2.14,7,0,7,0.0,0
gemini-cli-mcp-client,0.40.0-nightly.20260415.g06e7621b2,7,0,7,0.0,0
Cherry Studio (via mcp-remote 0.1.37),1.8.1,7,0,7,0.0,0
claude-code,2.1.111-dev.20260415.t073451.shab688fe0,7,0,7,0.0,0
opencode,0.0.0-dev-202605281212,7,7,0,100.0,7
chatwise,26.4.3,7,0,7,0.0,0
vsc-aitoolkit-HuggingFaceMCPServer,0.34.0,7,2,5,28.571,6
github-copilot-developer,1.0.35-4,7,1,6,14.286,3
ConversationalAI,2026.3.1.19404,7,0,7,0.0,0
opencode,0.0.0-beta-202605271018,7,7,0,100.0,7
ael,1.0,7,0,7,0.0,0
omp-coding-agent (via mcp-remote 0.1.37),1.0.0,7,0,7,0.0,0
aisec-registry-probe,0.4,7,0,7,0.0,0
Privacy AI,2.0.99,7,3,4,42.857,4
probe,0.0.1,7,0,7,0.0,0
ConversationalAI,2026.3.1.19195,7,0,7,0.0,0
factory-cli,0.110.0,7,0,7,0.0,0
milo-mcp-rugpull-watch,1.0,7,0,7,0.0,0
aiaw,v1.0.6,7,7,0,100.0,37
spiderfoot,1.0.0,7,0,7,0.0,0
x,1,7,0,7,0.0,0
chatwise,0.10.8,7,0,7,0.0,0
gemini-cli-mcp-client (via mcp-remote 0.1.37),0.40.1,7,1,6,14.286,1
claude-code (via mcp-remote 0.1.29),2.1.92,7,0,7,0.0,0
opencode (via mcp-remote 0.1.37),1.14.48,7,5,2,71.429,23
Visual Studio Code,1.106.2,7,2,5,28.571,10
claude-code (via mcp-remote 0.1.37),2.1.137,7,0,7,0.0,0
connectivity-probe (via mcp-remote 0.1.16),1.0,7,0,7,0.0,0
koda-client,1.0.0,7,0,7,0.0,0
Privacy AI,2.0.33,7,0,7,0.0,0
bolt-api,0.1.27,7,0,7,0.0,0
test,0.1.0,7,3,4,42.857,8
chatwise,26.5.2,7,0,7,0.0,0
huggingface_hub.MCPClient,1.11.0,7,2,5,28.571,7
opencode (via mcp-remote 0.1.37),1.4.11,7,7,0,100.0,18
ConversationalAI,2026.3.1.19347,7,0,7,0.0,0
External MCP: huggingface_mcp,1.0,7,0,7,0.0,0
mcprouter-client,0.1.0,7,0,7,0.0,0
HFMCP.GenImage.Web,1.0.0.0,7,0,7,0.0,0
wmcp-probe,1.0,7,0,7,0.0,0
Osaurus,0.18.22,7,0,7,0.0,0
mr-claw,0.1.0,7,1,6,14.286,1
v3-bench,0.1,7,3,4,42.857,3
layla,6.9.0,7,2,5,28.571,3
github-copilot-developer,1.0.41-1,7,0,7,0.0,0
opencode (via mcp-remote 0.1.37),1.15.5,7,6,1,85.714,6
crush,v0.64.0,7,0,7,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.122,7,0,7,0.0,0
pochi,1.0.0,7,0,7,0.0,0
claude-code,2.1.9,7,1,6,14.286,5
mcp-ts-oauth-client,2.0,7,0,7,0.0,0
ConversationalAI,2026.3.1.19473,7,0,7,0.0,0
Visual Studio Code,1.110.0,7,0,7,0.0,0
mcp (via mcp-remote 0.1.26),0.1.0,7,4,3,57.143,16
Jabberwocky,1.0.0,7,4,3,57.143,55
Visual Studio Code Agents - Insiders,1.119.0-insider,7,1,6,14.286,15
VisualStudio,18.6.11806.211,7,0,7,0.0,0
copilot-cli,1.0.0,7,0,7,0.0,0
mcporter,0.10.2,7,0,7,0.0,0
local-agent-mode-hf-mcp-server (via mcp-remote 0.1.41),1.0.0,7,0,7,0.0,0
ai-agents-mcp-client,1.201.0,7,0,7,0.0,0
umai-mcp-prober,1.0.0,7,0,7,0.0,0
mcp (via mcp-remote 0.1.30),0.1.0,7,0,7,0.0,0
github-copilot-developer,1.0.50,7,0,7,0.0,0
pi-mcp-huggingface (via mcp-remote 0.1.37),1.0.0,7,6,1,85.714,14
Visual Studio Code,1.104.3,7,0,7,0.0,0
qwen-cli-mcp-client-huggingface (via mcp-remote 0.1.37),0.0.1,7,0,7,0.0,0
opencode,0.0.0-dev-202605300916,7,6,1,85.714,10
bolt-api,0.1.30,7,0,7,0.0,0
lovable-agent,1.0.0,7,0,7,0.0,0
archestra-platform,1.2.48,7,0,7,0.0,0
Osaurus,0.17.6,7,0,7,0.0,0
helper-for-huggingface,1.0.0,7,0,7,0.0,0
fast-agent-mcp,0.6.10,7,0,7,0.0,0
claude-code,2.4.4,6,0,6,0.0,0
Manus,8.0.11,6,2,4,33.333,10
dev.warp.Warp,v0.2026.05.18.05.32.stable_02,6,0,6,0.0,0
codex-mcp-client,0.77.0,6,0,6,0.0,0
SeekerClaw,1.2.0,6,0,6,0.0,0
dev.warp.Warp-Preview,v0.2026.04.29.08.57.preview_01,6,0,6,0.0,0
databricks-onechat,1.0,6,0,6,0.0,0
com.dillon.chat,4.6.6,6,2,4,33.333,9
ConversationalAI,2026.3.1.19939,6,0,6,0.0,0
dev.warp.Warp-Preview,v0.2026.05.20.09.21.preview_03,6,0,6,0.0,0
Insomnia,12.5.0,6,0,6,0.0,0
bolt-api,0.1.31,6,0,6,0.0,0
archestra-inspector,1.2.24,6,0,6,0.0,0
claude-code,2.0.73,6,0,6,0.0,0
Cherry Studio (via mcp-remote 0.1.37),1.9.6,6,0,6,0.0,0
hv-agent-cmcp_huggingface_co,1.0.0,6,1,5,16.667,1
xyne-claw-auth,0.1.0,6,1,5,16.667,3
gemini-cli-mcp-client,0.33.2,6,0,6,0.0,0
github-copilot-developer,1.0.44-0,6,0,6,0.0,0
VisualStudio,18.5.11723.231,6,0,6,0.0,0
chatwise,26.4.12,6,0,6,0.0,0
mcp-remote-test-client (via mcp-remote 1.12.0),1.0.0,6,0,6,0.0,0
opencode,7.2.22,6,6,0,100.0,7
antigravity-tester (via mcp-remote 0.1.37),1.0,6,0,6,0.0,0
Visual Studio Code (via mcp-remote 0.1.37),1.116.0,6,0,6,0.0,0
ConversationalAI,2026.3.1.19388,6,0,6,0.0,0
executor-mcp,0.1.0,6,0,6,0.0,0
mcpdebugger.dev,0.1.0,6,0,6,0.0,0
ConversationalAI,2026.5.0.24087,6,0,6,0.0,0
goose-desktop,1.33.1,6,0,6,0.0,0
kilo,7.3.1,6,6,0,100.0,12
claude-code (via mcp-remote 0.1.30),2.1.112,6,0,6,0.0,0
claude-code,2.3.0,6,0,6,0.0,0
ConversationalAI,2026.5.1.24493,6,0,6,0.0,0
Visual Studio Code,1.109.2,6,4,2,66.667,23
claude-code,1.0.128,6,0,6,0.0,0
com.raycast.macos (via mcp-remote 0.1.37),1.104.15,6,5,1,83.333,41
Visual Studio Code (via mcp-remote 0.1.37),1.115.0,6,0,6,0.0,0
Cline,3.84.1779539069,6,0,6,0.0,0
Visual Studio Code,1.103.2,6,0,6,0.0,0
Visual Studio Code,1.109.3,6,0,6,0.0,0
local-client,1.0,6,4,2,66.667,4
ConversationalAI,2026.3.1.19374,6,0,6,0.0,0
kilo,7.1.22,6,5,1,83.333,8
claude-code (via mcp-remote 0.1.30),2.1.92,6,0,6,0.0,0
aozora,0.1.0,6,0,6,0.0,0
dev.warp.Warp,v0.2026.04.27.15.32.stable_03,6,0,6,0.0,0
ConversationalAI,2026.5.1.24117,6,0,6,0.0,0
opencode,1.4.17,6,6,0,100.0,6
opencode,7.2.20,6,5,1,83.333,27
claude-code,2.1.108-20260413.1,6,0,6,0.0,0
make-app-mcp-client,1,6,0,6,0.0,0
Osaurus,0.16.16,6,0,6,0.0,0
grok-shell-hf-mcp-server,0.2.3,6,0,6,0.0,0
VisualStudio,18.7.11811.120,6,1,5,16.667,3
mcp-inspector,0.15.0,6,2,4,33.333,3
ConversationalAI,2026.4.1.20362,6,0,6,0.0,0
desktop-commander,1.6.6,6,0,6,0.0,0
claude-code,2.1.87-dev.20260430.t010015.sha7dc15d6c,6,0,6,0.0,0
gemini-cli-mcp-client,0.42.0-nightly.20260505.g8f0edcd64,6,0,6,0.0,0
claude-code (via mcp-remote 0.1.30),2.1.107,6,0,6,0.0,0
dev.warp.Warp,v0.2026.04.15.08.45.stable_03,6,0,6,0.0,0
operant-gateway-preflight,1.0,6,0,6,0.0,0
lyra-mcp-health-audit,0.1.0,6,0,6,0.0,0
hermes,1.0,6,0,6,0.0,0
Osaurus,0.16.9,6,0,6,0.0,0
huggingface_hub.MCPClient,0.35.3,6,0,6,0.0,0
bolt-api,0.1.12,6,0,6,0.0,0
mcp-remote-test-client (via mcp-remote 0.1.33),1.0.0,6,0,6,0.0,0
rmcp,1.2.0,6,0,6,0.0,0
custom3p-desktop,1.3561.0,6,0,6,0.0,0
Osaurus,0.18.38,6,0,6,0.0,0
VisualStudio,18.5.11709.299,6,3,3,50.0,4
ConversationalAI,2026.3.1.19434,6,0,6,0.0,0
github-copilot-developer,1.0.48-0,6,0,6,0.0,0
chatwise,26.4.8,6,0,6,0.0,0
layla,6.8.2,6,1,5,16.667,1
dev.warp.Warp,v0.2026.04.01.08.39.stable_02,6,0,6,0.0,0
gemini-cli-mcp-client,0.42.0-nightly.20260429.g6d9911393,6,0,6,0.0,0
connector:custom-mcp:hf-mcp-server,1.0.0,6,0,6,0.0,0
ConversationalAI,2026.4.2.21711,6,0,6,0.0,0
claude-code,2.1.88.5,6,0,6,0.0,0
grok-shell-huggingface,0.1.211,6,0,6,0.0,0
openclaw-check,0.0.1,6,0,6,0.0,0
claude-code,2.1.87-dev.20260415.t034616.sha7dc15d6c,6,0,6,0.0,0
wrapper-client-huggingface,1.0.0,6,0,6,0.0,0
codex-mcp-client,0.128.5,6,0,6,0.0,0
MemoryGraph,1.0.0,6,0,6,0.0,0
MstyStudio (via mcp-remote 0.1.37),2.7.4,6,0,6,0.0,0
my-test-client (via mcp-remote 0.1.37),1.0.0,6,3,3,50.0,3
fast-agent-mcp,0.7.7,6,2,4,33.333,12
opencode,1.15.2,6,6,0,100.0,6
github-copilot-developer,1.0.56-1,6,0,6,0.0,0
claude-code,2.1.87-dev.20260416.t171335.sha7dc15d6c,5,0,5,0.0,0
claude-code,0.0.33,5,0,5,0.0,0
chatwise,26.4.16,5,0,5,0.0,0
grok-shell-grok_com_huggingface_remote,0.1.0,5,3,2,60.0,68
Visual Studio Code,1.103.1,5,2,3,40.0,4
opencode,0.0.0-dev-202605300510,5,5,0,100.0,18
ConversationalAI,2026.5.1.24549,5,0,5,0.0,0
claude-code,2.1.7,5,0,5,0.0,0
mcpstone-probe,1.0,5,0,5,0.0,0
github-copilot-developer,1.0.55-3,5,0,5,0.0,0
mcp-ktor,0.9.0,5,0,5,0.0,0
grok-shell-hugging-face,0.2.3,5,0,5,0.0,0
ConversationalAI,2026.3.1.18883,5,0,5,0.0,0
ai-agents-mcp-client,1.202.2,5,0,5,0.0,0
github-copilot-developer,1.0.41-0,5,0,5,0.0,0
sami-client,1.0.0,5,1,4,20.0,1
ConversationalAI,2026.5.1.23950,5,0,5,0.0,0
opencode (via mcp-remote 0.1.37),1.4.0,5,5,0,100.0,5
ConversationalAI,2026.3.1.18914,5,0,5,0.0,0
smart-pc-builder,1.0.0,5,0,5,0.0,0
tool-proxy,1.0.0,5,4,1,80.0,4
claude-code,2.1.87-dev.20260408.t050322.sha7dc15d6c,5,0,5,0.0,0
opencode (via mcp-remote 0.1.37),1.15.4,5,5,0,100.0,5
verify-client,1.0.0,5,0,5,0.0,0
codex-mcp-client,0.89.0,5,0,5,0.0,0
claude-code,2.1.108-dev.20260414.t153302.sha5a0cf5b,5,0,5,0.0,0
chatwise,26.4.13,5,0,5,0.0,0
opencode (via mcp-remote 0.1.37),1.14.25,5,5,0,100.0,73
com.raycast.macos,1.104.16,5,1,4,20.0,1
mcp-bridge,3.0.0,5,5,0,100.0,11
VisualStudio,18.6.11723.189,5,0,5,0.0,0
bolt-api,0.1.33,5,0,5,0.0,0
claude-code,2.1.105-20260413.1,5,0,5,0.0,0
codex-mcp-client,0.119.0-alpha.19,5,0,5,0.0,0
test-client,1.0,5,0,5,0.0,0
ConversationalAI,2026.5.0.23944,5,0,5,0.0,0
Osaurus,0.18.35,5,0,5,0.0,0
codex-mcp-client,0.129.0-alpha.5,5,0,5,0.0,0
ConversationalAI,2026.5.0.21740,5,0,5,0.0,0
000a0009-0b68-413f-990a-241d01207cb5,1.0.0,5,0,5,0.0,0
LogicGrid,1.0,5,0,5,0.0,0
bolt-api,0.1.15,5,0,5,0.0,0
multiAgent-backend,1.0.0,5,0,5,0.0,0
workr-seed,1.0.0,5,0,5,0.0,0
claude-code,1.0,5,0,5,0.0,0
gemini-cli-mcp-client,0.26.0,5,0,5,0.0,0
gemini-cli-mcp-client,0.45.0-nightly.20260528.g5cac7c10f,5,0,5,0.0,0
gemini-cli-mcp-client,0.42.0-preview.2,5,0,5,0.0,0
mcp-review-bot-preauth,0.1,5,0,5,0.0,0
mcp-streamable-http-bridge-huggingface,1.0.0,5,0,5,0.0,0
note-gen,1.0.0,5,0,5,0.0,0
ai-agents-mcp-client,1.188.2,5,0,5,0.0,0
claude-code,2.0.14,5,0,5,0.0,0
codex-mcp-client,0.110.0,5,0,5,0.0,0
check,1.0,5,0,5,0.0,0
claude-code,1.0.96,5,0,5,0.0,0
opencode,0.0.0-beta-202605261558,5,0,5,0.0,0
test,0.0,5,0,5,0.0,0
gemini-cli-mcp-client,0.35.1,5,0,5,0.0,0
claude-code,0.0.47,5,0,5,0.0,0
ConversationalAI,2026.4.2.21145,5,0,5,0.0,0
grok-shell-hugging-face,0.1.0,5,0,5,0.0,0
opencode,0.0.0-beta-202605251010,5,0,5,0.0,0
chatwise,26.5.3,5,0,5,0.0,0
Roo Code,3.56.0,5,0,5,0.0,0
DeepChat,1.0.1,5,0,5,0.0,0
ConversationalAI,2026.5.0.21755,5,0,5,0.0,0
opencode,0.0.0-dev-202605271810,5,5,0,100.0,5
toolhive-vmcp,v0.27.2,5,0,5,0.0,0
AHS-Tester,1.0.0,5,0,5,0.0,0
bolt-api,0.1.16,5,0,5,0.0,0
Huggingface MCP,1.0,5,0,5,0.0,0
ironclaw,0.28.0,5,0,5,0.0,0
opencode,0.0.0-dev-202605291432,5,5,0,100.0,5
gemini-cli-mcp-client (via mcp-remote 0.1.37),0.37.0,5,0,5,0.0,0
ConversationalAI,2026.3.1.18888,5,0,5,0.0,0
fast-agent-mcp,0.6.16,5,1,4,20.0,6
opencode,0.0.0-beta-202605251712,5,1,4,20.0,4
gemini-cli-mcp-client-huggingface-skills,0.0.1,5,0,5,0.0,0
fast-agent-mcp,0.6.15,5,2,3,40.0,10
Hugging,1.0.0,5,0,5,0.0,0
codex-cli,0.1,5,3,2,60.0,9
inspector-client,0.17.2,5,1,4,20.0,1
layla,6.11.2,5,3,2,60.0,4
github-copilot-developer-test,1.0.0,5,0,5,0.0,0
DeepChat,1.0.4-beta.8,5,0,5,0.0,0
VisualStudio,18.4.11626.88,5,1,4,20.0,2
bolt-api,0.1.24,5,0,5,0.0,0
VisualStudio,18.5.11801.241,5,0,5,0.0,0
archestra-platform,9536b5eec5ed9a0df35f5af399d115797c2c0ea6,5,0,5,0.0,0
Visual Studio Code (via mcp-remote 0.1.37),1.121.0,5,0,5,0.0,0
github-copilot-developer,1.0.42-0,5,1,4,20.0,1
chatwise,26.4.18,5,0,5,0.0,0
DeepChat,1.0.4-beta.6,5,0,5,0.0,0
mcporter (via mcp-remote 0.1.37),0.7.3,5,0,5,0.0,0
archestra-platform,1.2.37,5,0,5,0.0,0
claude-code,1.0.56,5,0,5,0.0,0
bolt-api,0.1.22,5,0,5,0.0,0
opencode (via mcp-remote 0.1.37),1.14.31,5,1,4,20.0,1
BB8-MCP-Broker-conn-c09b2772,1.0.0,4,0,4,0.0,0
codex-mcp-client,0.113.0,4,0,4,0.0,0
factory-cli,0.97.1-build0005108,4,0,4,0.0,0
ConversationalAI,2026.5.1.23955,4,0,4,0.0,0
dev.warp.Warp-Preview,v0.2026.04.27.15.33.preview_02,4,0,4,0.0,0
claude-code,1.0.0,4,0,4,0.0,0
gemini-cli-mcp-client,0.35.2,4,0,4,0.0,0
claude-code (via mcp-remote 0.1.30),2.1.144,4,0,4,0.0,0
chatwise,26.4.0,4,0,4,0.0,0
MCPRegistry-Crawler,1.0,4,0,4,0.0,0
mcp-remote-test-client (via mcp-remote 1.23.0),1.0.0,4,0,4,0.0,0
claude-code (via mcp-remote 0.1.30),2.1.110,4,0,4,0.0,0
checkmcp,0.1.0,4,0,4,0.0,0
capframe-mcp-recon-http,0.0.13,4,0,4,0.0,0
mcp-proxy-discovery,1.0.0,4,0,4,0.0,0
github-copilot-developer (via mcp-remote 0.1.37),1.0.55-7,4,0,4,0.0,0
Cline,3.85.1779831944,4,0,4,0.0,0
test,0,4,1,3,25.0,1
ConversationalAI,2026.5.1.23923,4,0,4,0.0,0
BB8-MCP-Broker-conn-0463355b,1.0.0,4,0,4,0.0,0
smoke,0,4,0,4,0.0,0
Cline,3.86.1780117780,4,0,4,0.0,0
claude-code (via mcp-remote 0.1.30),2.1.141,4,0,4,0.0,0
mcp-tools-client,1.0.0,4,0,4,0.0,0
opencode,0.0.0-beta-202605271555,4,4,0,100.0,4
chatwise,26.4.6,4,0,4,0.0,0
archestra-platform,2c99d49316fc91c91bafa8de481ac87dbd28826c,4,0,4,0.0,0
agenttool,0.1.0,4,0,4,0.0,0
concierge-tool-bridge,1,4,4,0,100.0,15
HiDestina,1.0.0,4,0,4,0.0,0
mcp-remote-test-client (via mcp-remote 1.29.0),1.0.0,4,0,4,0.0,0
claude-code,2.1.6,4,0,4,0.0,0
kilo,7.3.16,4,4,0,100.0,10
hermes-test,1.0,4,0,4,0.0,0
example-client,1.0.0,4,1,3,25.0,1
github-copilot-developer-test,1.0.51,4,0,4,0.0,0
mcpx::huggingface,1.0.0,4,0,4,0.0,0
yua,1.0,4,0,4,0.0,0
claude-code,2.1.87-dev.20260509.t153312.sha7dc15d6c,4,0,4,0.0,0
ConversationalAI,2026.5.0.22669,4,0,4,0.0,0
ConversationalAI,2026.3.1.19193,4,0,4,0.0,0
opencode,0.0.0-beta-202605240545,4,0,4,0.0,0
opencode (via mcp-remote 0.1.37),1.14.19,4,4,0,100.0,8
